,OUTCOMETYPE,AGEOUTCOME,PREVHIST,DAYS_STAY,IS_PUREBREED,INTAKETYPE_ABANDONED,INTAKETYPE_EUTHANASIAREQUEST,INTAKETYPE_OWNERSURRENDER,INTAKETYPE_PUBLICASSIST,INTAKETYPE_STRAY,INTAKECONDITION_AGED,INTAKECONDITION_BEHAVIOR,INTAKECONDITION_FERAL,INTAKECONDITION_INJURED,INTAKECONDITION_MEDICAL,INTAKECONDITION_NORMAL,INTAKECONDITION_NURSING,INTAKECONDITION_OTHER,INTAKECONDITION_PREGNANT,INTAKECONDITION_SICK,SEXINTAKE_INTACTFEMALE,SEXINTAKE_INTACTMALE,SEXINTAKE_NEUTEREDMALE,SEXINTAKE_SPAYEDFEMALE,SEXINTAKE_UNKNOWN
A724510_1460960400,RTO,120.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A724512_1460961480,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724512_1461557580,ADOPT,12.0,1.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724524_1461052560,RTO,36.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724525_1461055920,DIED,24.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A724529_1578368160,RTO,48.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724553_1487663040,ADOPT,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724558_1542450780,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724558_1574307000,RTO,36.0,1.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724563_1461068580,ADOPT,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724568_1461028620,ADOPT,12.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724571_1461030060,ADOPT,24.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724575_1461030780,ADOPT,12.0,0.0,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A724586_1461034140,ADOPT,24.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724592_1496553300,RTO,84.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724592_1504696680,RTO,84.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724592_1507463460,RTO,84.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724603_1461038100,DIED,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
A724604_1488778740,RTO,24.0,0.0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724612_1461040980,ADOPT,36.0,0.0,78,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724613_1461041340,RTO,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724613_1534156260,RTO,48.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724614_1461040980,ADOPT,36.0,0.0,51,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724615_1461041340,RTO,36.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724615_1534156260,RTO,60.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724629_1461046680,ADOPT,12.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724636_1461053580,ADOPT,12.0,0.0,32,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724636_1481938560,ADOPT,24.0,1.0,313,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A724637_1461065580,RTO,3.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724638_1461065580,RTO,48.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724641_1461139740,DIED,36.0,0.0,68,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A724642_1461066480,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724643_1461066660,ADOPT,12.0,0.0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724643_1463030160,ADOPT,12.0,1.0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724644_1461137460,RTO,96.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724647_1461145200,RTO,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724647_1550377380,RTO,48.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724648_1461148380,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724648_1490354340,ADOPT,24.0,1.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724649_1461148380,ADOPT,12.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724650_1461148380,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724657_1461150120,ADOPT,24.0,0.0,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724657_1492249800,ADOPT,36.0,1.0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724657_1494241560,ADOPT,36.0,2.0,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724663_1461151080,RTO,48.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724673_1461114420,ADOPT,3.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724674_1461114960,ADOPT,36.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724675_1461116640,ADOPT,12.0,0.0,24,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724675_1463489520,ADOPT,12.0,1.0,98,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724676_1461116760,ADOPT,24.0,0.0,41,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724686_1461119820,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724687_1461119820,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724692_1461122580,ADOPT,3.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724695_1461123240,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724700_1461124860,ADOPT,24.0,0.0,133,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724701_1461124980,RTO,12.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724704_1461126180,ADOPT,12.0,0.0,34,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724704_1464496980,ADOPT,12.0,1.0,130,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724705_1461127860,ADOPT,72.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724707_1461133920,ADOPT,12.0,0.0,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A724731_1461233460,ADOPT,72.0,0.0,61,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A724732_1461219540,RTO,24.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724735_1461236040,RTO,60.0,0.0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724736_1461236460,ADOPT,11.0,0.0,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724745_1461243300,ADOPT,12.0,0.0,26,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724747_1461243420,RTO,84.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724758_1461203700,DIED,12.0,0.0,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724760_1461204660,ADOPT,24.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724761_1461206760,ADOPT,132.0,0.0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724761_1470141840,ADOPT,132.0,1.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724761_1470830220,ADOPT,132.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724762_1461206760,ADOPT,96.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724763_1461471720,RTO,5.0,0.0,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724765_1461642360,ADOPT,7.0,0.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724775_1461213480,RTO,12.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724775_1477902300,RTO,12.0,1.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724778_1461216240,RTO,7.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724802_1461309420,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724813_1461316620,RTO,48.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724816_1461320940,ADOPT,4.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724816_1505302740,ADOPT,24.0,1.0,114,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724822_1461324600,ADOPT,36.0,0.0,51,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724823_1461325320,ADOPT,24.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724823_1485604380,ADOPT,24.0,1.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724825_1461326220,ADOPT,2.0,0.0,71,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724826_1461326220,ADOPT,2.0,0.0,66,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724826_1523240220,ADOPT,24.0,1.0,44,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724827_1461326220,ADOPT,2.0,0.0,71,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724828_1461326220,ADOPT,2.0,0.0,73,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724828_1467804060,ADOPT,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724829_1461326220,ADOPT,1.0,0.0,59,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724832_1461326280,ADOPT,12.0,0.0,58,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724834_1461327840,ADOPT,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724848_1461288780,ADOPT,24.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724851_1461289740,ADOPT,8.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724857_1461414780,DIED,48.0,0.0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724859_1461290940,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724860_1461290640,ADOPT,12.0,0.0,33,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724861_1461290640,ADOPT,12.0,0.0,33,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724862_1461290640,ADOPT,12.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724864_1461292020,ADOPT,48.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724879_1461296040,RTO,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724883_1461297000,ADOPT,12.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724884_1461297000,ADOPT,12.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724893_1461299040,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724899_1461299760,ADOPT,6.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724902_1461302220,ADOPT,4.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724909_1461303240,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724910_1461303420,ADOPT,4.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724910_1482143580,ADOPT,12.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724912_1461303960,ADOPT,4.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724912_1473933240,ADOPT,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724912_1476507240,RTO,9.0,2.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724917_1461303960,ADOPT,24.0,0.0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724918_1461303960,ADOPT,24.0,0.0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724918_1462964760,ADOPT,24.0,1.0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724929_1461307860,ADOPT,24.0,0.0,67,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724933_1461397680,RTO,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724943_1461410640,ADOPT,12.0,0.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724951_1461412920,ADOPT,24.0,0.0,75,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
A724952_1461412920,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724953_1461413280,ADOPT,5.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724954_1461413820,ADOPT,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724961_1461375360,RTO,3.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724962_1461377160,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724963_1461377700,ADOPT,48.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724964_1461380520,ADOPT,5.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724966_1461381840,ADOPT,2.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724967_1461381840,ADOPT,2.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724972_1461386160,RTO,60.0,0.0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A724973_1461386520,RTO,4.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724975_1461386340,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724976_1461387240,RTO,7.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724977_1461387240,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724984_1461393900,ADOPT,24.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724999_1461495840,ADOPT,36.0,0.0,21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725004_1461498900,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725006_1461499260,ADOPT,3.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725008_1486516620,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725009_1461501180,RTO,60.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725010_1461501180,RTO,60.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725012_1461501900,ADOPT,120.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725013_1461502680,ADOPT,10.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725013_1464004800,ADOPT,11.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725013_1464574140,ADOPT,11.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725014_1461502500,ADOPT,36.0,0.0,112,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725015_1461502500,ADOPT,36.0,0.0,184,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725016_1461460740,ADOPT,10.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725018_1461462720,ADOPT,10.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725021_1461465780,ADOPT,6.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725055_1461586800,ADOPT,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725056_1461588060,RTO,6.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725061_1461547320,ADOPT,60.0,0.0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725062_1461547320,ADOPT,72.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725064_1461547680,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725065_1461547980,ADOPT,60.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725065_1462342800,ADOPT,60.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725067_1461548340,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725070_1461550620,ADOPT,12.0,0.0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725070_1534641420,RTO,36.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725071_1461551460,RTO,36.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725071_1470112860,RTO,36.0,1.0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725073_1461554460,RTO,10.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725076_1461557520,ADOPT,5.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725079_1461560220,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725081_1461561240,RTO,108.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725082_1461561240,RTO,72.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725110_1461658500,ADOPT,72.0,0.0,188,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A725128_1461670680,ADOPT,12.0,0.0,146,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725130_1461672120,RTO,11.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725133_1461672900,ADOPT,7.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725135_1461673260,ADOPT,7.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725137_1461674520,ADOPT,156.0,0.0,52,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725138_1461675000,ADOPT,2.0,0.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725140_1461632580,RTO,144.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725155_1461636900,RTO,84.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725164_1461640320,ADOPT,2.0,0.0,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725175_1463101440,DIED,60.0,0.0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725186_1461646500,ADOPT,2.0,0.0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725187_1461646500,ADOPT,2.0,0.0,19,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725193_1495105260,DIED,60.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A725194_1488778740,RTO,48.0,0.0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725200_1461649380,RTO,120.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725216_1463028900,RTO,36.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725231_1476428520,RTO,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725235_1461742260,ADOPT,12.0,0.0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A725245_1465040460,RTO,36.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A725249_1461753480,RTO,72.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725257_1461758160,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725258_1461757620,ADOPT,36.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725262_1461759960,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725275_1461726720,RTO,8.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725279_1461729060,RTO,24.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725286_1461732480,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725292_1461735780,RTO,144.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725300_1461740760,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725300_1493294940,RTO,36.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725300_1499490060,RTO,36.0,2.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725301_1461991260,RTO,24.0,0.0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A725304_1461757200,RTO,12.0,0.0,23,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A725319_1461841800,ADOPT,3.0,0.0,16,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725320_1461841860,ADOPT,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725322_1461842460,RTO,96.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A725323_1461842460,RTO,24.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A725327_1461843360,ADOPT,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
