,OUTCOMETYPE,AGEOUTCOME,PREVHIST,DAYS_STAY,IS_PUREBREED,INTAKETYPE_ABANDONED,INTAKETYPE_EUTHANASIAREQUEST,INTAKETYPE_OWNERSURRENDER,INTAKETYPE_PUBLICASSIST,INTAKETYPE_STRAY,INTAKECONDITION_AGED,INTAKECONDITION_BEHAVIOR,INTAKECONDITION_FERAL,INTAKECONDITION_INJURED,INTAKECONDITION_MEDICAL,INTAKECONDITION_NORMAL,INTAKECONDITION_NURSING,INTAKECONDITION_OTHER,INTAKECONDITION_PREGNANT,INTAKECONDITION_SICK,SEXINTAKE_INTACTFEMALE,SEXINTAKE_INTACTMALE,SEXINTAKE_NEUTEREDMALE,SEXINTAKE_SPAYEDFEMALE,SEXINTAKE_UNKNOWN
A723906_1460089860,RTO,12.0,0.0,19,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A723908_1460090040,ADOPT,36.0,0.0,41,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723914_1460091420,ADOPT,24.0,0.0,176,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723926_1460187780,RTO,24.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A723941_1460200860,RTO,7.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A723945_1460204100,ADOPT,36.0,0.0,29,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A723945_1464657420,ADOPT,36.0,1.0,26,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723945_1467866460,ADOPT,36.0,2.0,85,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723952_1460165940,ADOPT,36.0,0.0,80,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723956_1460167740,ADOPT,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723959_1460168220,ADOPT,5.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723962_1460547780,RTO,1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A723962_1464004800,DIED,3.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723964_1460170800,ADOPT,1.0,0.0,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723965_1460170800,ADOPT,1.0,0.0,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723966_1460286480,ADOPT,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723968_1460174040,RTO,96.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A723969_1460174760,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723972_1460175180,ADOPT,12.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723978_1460182080,ADOPT,5.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723979_1460182680,ADOPT,3.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A723980_1460182680,ADOPT,2.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A723981_1471064460,RTO,72.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723985_1460286840,RTO,36.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A723987_1460286960,ADOPT,24.0,0.0,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A723993_1460289600,DIED,192.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
A723998_1460510700,RTO,24.0,0.0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724006_1460253000,ADOPT,1.0,0.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724015_1460257560,ADOPT,11.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724016_1460257740,ADOPT,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724021_1460261280,ADOPT,8.0,0.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724021_1525758120,RTO,24.0,1.0,63,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724021_1540364580,RTO,36.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724022_1460261700,RTO,60.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724022_1494913680,RTO,72.0,1.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724022_1513386300,RTO,72.0,2.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724024_1460264160,ADOPT,48.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724032_1460270580,RTO,72.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724038_1460361540,ADOPT,3.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724039_1460361540,ADOPT,6.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724061_1460376660,ADOPT,12.0,0.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724061_1529118660,ADOPT,36.0,1.0,58,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724061_1534824900,ADOPT,36.0,2.0,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724064_1460377500,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724065_1460379000,RTO,6.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724066_1460379360,ADOPT,48.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724066_1548127020,ADOPT,72.0,1.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724068_1460336940,RTO,60.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A724074_1460338380,ADOPT,12.0,0.0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724076_1460338920,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A724076_1463292540,RTO,24.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724076_1469687640,RTO,24.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724076_1473047340,RTO,24.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724076_1478053560,RTO,24.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724077_1460338920,ADOPT,9.0,0.0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724077_1461899340,ADOPT,9.0,1.0,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724077_1465434060,ADOPT,11.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724084_1460347440,RTO,12.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724086_1501387200,RTO,12.0,1.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724088_1460349720,RTO,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724089_1460352960,ADOPT,36.0,0.0,78,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724093_1460356500,RTO,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724095_1460357640,ADOPT,36.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724095_1461205380,ADOPT,36.0,1.0,48,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724096_1460358120,ADOPT,6.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724102_1460614980,RTO,10.0,0.0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724104_1460863260,RTO,48.0,0.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724108_1460535480,RTO,24.0,0.0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724111_1460464800,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724111_1461226740,ADOPT,24.0,1.0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A724111_1464238380,ADOPT,24.0,2.0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724112_1460458800,ADOPT,5.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724112_1461130020,ADOPT,5.0,1.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724114_1460459700,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724117_1460462580,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724117_1462677300,ADOPT,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724117_1527732600,RTO,24.0,2.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724118_1460463120,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724119_1460463720,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724120_1460464440,RTO,36.0,0.0,28,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724120_1465272420,DIED,36.0,1.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724124_1460423100,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724127_1460425920,ADOPT,36.0,0.0,60,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A724131_1460427720,ADOPT,5.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724137_1460430600,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724138_1460431800,ADOPT,36.0,0.0,34,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724140_1460433660,ADOPT,12.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724169_1462276080,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724169_1493441880,ADOPT,36.0,1.0,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724169_1575857880,RTO,60.0,2.0,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724177_1460540520,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724177_1460864520,RTO,12.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724179_1460545320,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724180_1460546520,ADOPT,2.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724181_1473740460,RTO,12.0,1.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724182_1460549820,ADOPT,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724187_1460509680,RTO,10.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724191_1460511780,RTO,48.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724194_1460514540,ADOPT,72.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724196_1460516880,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724198_1460520120,ADOPT,24.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724199_1460520840,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724201_1460522460,RTO,60.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724203_1460530320,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724203_1461312420,ADOPT,12.0,1.0,90,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A724217_1460614980,RTO,10.0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724231_1460636880,ADOPT,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724237_1460634360,ADOPT,3.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724242_1460603040,ADOPT,12.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724249_1460607000,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724249_1462338960,ADOPT,24.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724262_1460610120,ADOPT,24.0,0.0,159,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724267_1460615220,ADOPT,120.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724267_1461373560,ADOPT,120.0,1.0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A724268_1460616180,ADOPT,24.0,0.0,79,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724268_1467631980,ADOPT,24.0,1.0,17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724268_1469427120,ADOPT,24.0,2.0,38,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724269_1460617200,ADOPT,24.0,0.0,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724270_1460616180,ADOPT,12.0,0.0,44,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724270_1474335180,ADOPT,12.0,1.0,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724271_1460616180,RTO,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724272_1460616180,RTO,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724273_1460616180,RTO,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724276_1460629020,ADOPT,60.0,0.0,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A724281_1460709900,ADOPT,24.0,0.0,99,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724281_1470809580,ADOPT,24.0,1.0,144,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724281_1483444320,ADOPT,24.0,2.0,37,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724285_1460717340,ADOPT,2.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724286_1460716380,RTO,36.0,0.0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724286_1501936560,ADOPT,48.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724287_1460716380,RTO,0.723,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724289_1461893040,ADOPT,12.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724301_1460721720,DIED,96.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724309_1460724660,ADOPT,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724310_1460682900,ADOPT,36.0,0.0,56,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724311_1460682600,RTO,144.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724311_1507466880,ADOPT,156.0,1.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724311_1508548680,ADOPT,156.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724319_1460693220,ADOPT,10.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724320_1460695020,ADOPT,108.0,0.0,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724321_1460695020,ADOPT,108.0,0.0,66,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724323_1460696700,ADOPT,2.0,0.0,66,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724325_1460696700,ADOPT,2.0,0.0,50,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724326_1460696700,ADOPT,2.0,0.0,50,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724327_1460696700,ADOPT,1.0,0.0,42,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724328_1460696700,DIED,0.964,0.0,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724329_1460696700,ADOPT,2.0,0.0,57,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724334_1506490980,DIED,24.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A724337_1460701860,ADOPT,36.0,0.0,131,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724344_1460716200,ADOPT,36.0,0.0,176,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724346_1460794800,ADOPT,12.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724359_1460804340,ADOPT,4.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724359_1478149200,ADOPT,11.0,1.0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724359_1482825060,ADOPT,12.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724364_1460805480,RTO,96.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724365_1460805960,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724366_1460805960,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724370_1460809560,RTO,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724375_1460769240,ADOPT,48.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724376_1460769600,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724378_1460770560,ADOPT,48.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724379_1460770500,ADOPT,12.0,0.0,100,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724381_1460773140,RTO,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724385_1460777280,ADOPT,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724387_1460778840,ADOPT,12.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724389_1460945580,RTO,12.0,0.0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724401_1460788080,RTO,60.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724402_1460788260,RTO,36.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724403_1460788740,DIED,24.0,0.0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A724404_1460788260,RTO,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724409_1460789040,ADOPT,6.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724424_1460891040,ADOPT,4.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724428_1460896260,ADOPT,108.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724428_1469014320,ADOPT,108.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A724429_1460897400,ADOPT,24.0,0.0,39,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724434_1460858880,ADOPT,4.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724436_1460861400,ADOPT,2.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724441_1460865780,ADOPT,24.0,0.0,81,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A724446_1461038820,RTO,24.0,0.0,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724449_1461470820,RTO,24.0,0.0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724452_1460868900,RTO,72.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724453_1460869020,ADOPT,6.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724453_1461755640,ADOPT,6.0,1.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724456_1460873040,RTO,108.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724459_1460878260,RTO,60.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724469_1460977560,ADOPT,24.0,0.0,49,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724476_1461151920,ADOPT,6.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A724478_1460978640,ADOPT,12.0,0.0,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724479_1460978940,RTO,36.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724481_1460979300,RTO,60.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724481_1520990700,RTO,72.0,1.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724483_1460979900,RTO,84.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724485_1460981940,ADOPT,60.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A724486_1460982780,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724489_1460943120,RTO,84.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724490_1460943240,ADOPT,24.0,0.0,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A724491_1460944440,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724493_1460945400,ADOPT,48.0,0.0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724494_1460946000,ADOPT,24.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724497_1460949420,ADOPT,72.0,0.0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724499_1460949900,ADOPT,48.0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724499_1551184500,ADOPT,72.0,1.0,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A724506_1460955300,ADOPT,60.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724509_1460959800,ADOPT,12.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A724509_1463402400,DIED,12.0,1.0,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
